Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status,dropout_target,dropout_risk_score,age_group
1,43,1,9238,1,1,142.0,1,34,34,99,99,131.9,0,0,0,1,0,1,29,0,9,16,17,16,12.588235294117649,0,10,13,14,13,13.357142857142858,0,9.4,-0.8,-3.12,Graduate,0,0.08362730634554726,26-30
1,44,1,9130,1,39,130.0,1,38,37,4,9,130.0,1,0,0,1,0,1,20,0,0,6,11,4,12.0,0,0,6,9,4,10.75,0,16.2,0.3,-0.92,Enrolled,0,0.29172466914608847,<=20
1,17,1,9254,1,1,131.0,1,38,37,4,9,131.7,1,0,0,0,0,0,18,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.7,3.7,-1.7,Dropout,1,0.9968238515915835,<=20
2,43,1,9991,0,1,110.0,1,37,37,9,9,132.5,0,0,0,1,1,0,37,0,7,12,13,12,12.25,0,8,13,13,13,12.846153846153848,0,9.4,-0.8,-3.12,Graduate,0,0.10344523796258821,>30
1,1,3,9147,1,1,128.0,1,3,3,5,10,116.5,0,0,0,1,1,0,20,0,0,5,7,5,11.6,0,0,5,5,5,12.8,0,12.4,0.5,1.79,Graduate,0,0.025549293146132544,<=20
1,1,1,9130,1,1,136.0,1,19,19,90,8,133.9,1,0,0,0,1,0,20,0,0,5,7,4,13.0,0,0,5,11,3,12.0,2,10.8,1.4,1.74,Dropout,1,0.7920985799356843,<=20
2,39,1,9119,1,1,120.0,1,37,38,9,10,145.4,0,0,1,1,1,0,40,0,0,5,11,3,10.666666666666666,0,0,5,5,2,12.5,0,16.2,0.3,-0.92,Dropout,1,0.8498835712878652,>30
2,39,1,8014,0,1,140.0,1,37,3,9,10,172.0,0,0,0,1,1,0,44,0,5,11,21,9,12.333333333333334,0,8,11,16,9,11.0,0,12.4,0.5,1.79,Enrolled,0,0.13846394137095577,>30
1,1,1,9147,1,1,118.0,1,1,1,9,9,111.0,0,0,0,0,1,0,21,0,0,5,7,2,11.0,0,0,5,9,3,11.428571428571429,0,10.8,1.4,1.74,Dropout,1,0.8668202872245644,21-25
1,44,1,9070,1,39,120.0,1,2,19,3,8,120.0,0,0,0,1,1,0,21,0,2,7,10,6,13.428571428571429,0,5,9,9,8,13.125,0,16.2,0.3,-0.92,Graduate,0,0.05218596108069322,21-25
1,1,6,9500,1,1,151.0,1,3,1,2,1,129.8,1,0,0,1,1,0,18,0,0,8,10,8,13.05375,2,0,8,10,8,13.05375,2,9.4,-0.8,-3.12,Graduate,0,0.1166088071984812,<=20
1,1,5,9500,1,1,130.0,1,1,3,9,10,118.1,1,0,0,1,1,0,18,0,0,7,10,6,12.035714285714286,0,0,8,9,7,13.75,0,13.9,-0.3,0.79,Enrolled,0,0.03928289892394032,<=20
1,39,1,9003,1,1,140.0,1,3,1,5,9,130.0,0,0,0,1,1,0,27,0,0,6,6,6,14.166666666666666,0,0,6,7,6,13.833333333333334,0,11.1,0.6,2.02,Graduate,0,0.054944081556804907,26-30
2,39,1,9070,1,19,133.1,1,37,37,9,10,126.3,0,0,0,0,1,0,38,0,0,6,6,0,0.0,0,0,6,8,0,0.0,0,10.8,1.4,1.74,Dropout,1,0.9938781931453026,>30
1,18,1,9130,1,1,146.0,1,3,3,5,2,137.8,0,0,0,1,1,0,18,0,0,6,11,5,13.6,0,0,6,13,3,12.666666666666666,0,13.9,-0.3,0.79,Dropout,1,0.32152371706998567,<=20
1,17,4,9254,1,1,122.0,1,1,1,4,2,116.1,1,0,0,1,1,0,19,0,0,6,7,5,12.2,0,0,6,12,2,12.0,0,7.6,2.6,0.32,Enrolled,0,0.3525519771430147,<=20
1,1,1,9130,1,1,121.0,1,3,19,2,9,115.4,1,0,0,1,1,0,18,0,0,6,8,6,13.714285714285714,0,0,6,7,5,13.333333333333334,0,15.5,2.8,-4.06,Dropout,1,0.5078712332883497,<=20
1,43,1,9773,1,1,127.0,1,1,1,9,6,110.0,0,0,1,0,1,0,19,0,0,6,10,3,11.666666666666666,0,0,6,11,2,10.0,0,16.2,0.3,-0.92,Dropout,1,0.9473090090029614,<=20
1,39,1,9670,1,1,133.1,1,37,37,90,90,97.4,0,0,1,0,1,0,44,0,0,6,9,1,14.0,0,0,6,6,0,0.0,0,12.7,3.7,-1.7,Dropout,1,0.9753518889281528,>30
1,44,1,9085,1,39,130.0,1,1,1,4,4,130.0,1,1,0,1,1,0,26,0,2,6,20,4,12.5,0,1,6,16,3,10.0,0,15.5,2.8,-4.06,Dropout,1,0.8162387769071846,26-30
1,43,1,9130,1,1,156.0,1,19,1,9,4,156.0,0,0,1,0,1,0,24,0,0,6,11,5,11.833333333333334,0,0,6,11,4,11.5,0,15.5,2.8,-4.06,Dropout,1,0.8811199065386449,21-25
1,39,1,9003,1,1,130.0,1,19,1,9,6,126.1,1,0,0,0,1,0,27,0,0,6,6,0,0.0,0,0,6,8,0,0.0,0,15.5,2.8,-4.06,Dropout,1,0.9676051622214582,26-30
1,39,1,9003,1,1,110.0,1,1,1,9,4,120.0,0,0,1,0,1,0,27,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,13.9,-0.3,0.79,Dropout,1,0.9672848933488344,26-30
1,43,1,9070,1,1,108.0,1,38,38,7,7,105.2,1,0,0,1,1,0,25,0,11,17,18,13,11.538461538461538,0,10,15,15,10,12.4,0,12.7,3.7,-1.7,Dropout,1,0.6545606685920562,21-25
1,44,1,9003,1,1,120.0,1,3,2,2,6,120.0,1,0,0,1,1,0,21,0,4,9,14,7,11.285714285714286,2,2,8,15,4,12.25,0,12.7,3.7,-1.7,Enrolled,0,0.19899129468213078,21-25
1,1,1,171,1,1,150.0,1,38,19,9,9,137.8,1,0,0,1,1,1,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Graduate,0,0.14130796705595863,<=20
1,17,2,9070,1,1,152.0,1,39,39,3,3,134.2,1,0,0,1,1,0,20,0,0,6,7,5,11.8,0,0,6,9,4,12.0,0,15.5,2.8,-4.06,Enrolled,0,0.12570765832540412,<=20
1,44,1,9119,1,39,150.0,1,19,3,5,2,150.0,0,0,0,1,1,0,20,0,0,5,16,0,0.0,0,0,5,12,2,10.5,0,12.7,3.7,-1.7,Enrolled,0,0.3719925645589499,<=20
1,17,5,9119,1,1,123.0,1,3,1,2,9,116.0,1,0,1,0,1,0,20,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,8.9,1.4,3.51,Dropout,1,0.9654790086248646,<=20
1,1,1,9119,1,1,150.0,1,1,1,3,3,143.4,0,0,0,0,1,1,18,0,0,5,5,5,14.2,0,0,5,5,5,14.2,0,8.9,1.4,3.51,Enrolled,0,0.121020302187678,<=20
1,17,1,171,1,1,145.0,1,4,4,3,3,143.6,0,0,1,1,1,0,19,0,5,12,12,10,12.7,0,4,11,16,10,12.272727272727272,0,8.9,1.4,3.51,Enrolled,0,0.07415489688033211,<=20
1,44,1,9130,1,39,150.0,1,1,37,4,8,150.0,1,0,0,0,0,0,22,0,1,6,10,3,12.666666666666666,0,0,6,7,0,0.0,0,15.5,2.8,-4.06,Dropout,1,0.9150639349867447,21-25
1,1,4,9670,1,1,125.0,1,4,19,2,5,118.0,1,0,0,1,0,0,19,0,0,6,7,6,14.428571428571429,0,0,6,8,6,15.0,2,16.2,0.3,-0.92,Graduate,0,0.04628713867323315,<=20
1,1,4,9500,1,1,117.0,1,1,1,4,7,109.3,1,0,0,1,0,1,18,0,0,7,7,7,13.117142857142856,0,0,8,9,7,12.6,0,11.1,0.6,2.02,Graduate,0,0.0067291231335967015,<=20
1,1,2,9238,1,1,121.0,1,19,19,191,171,119.3,1,0,1,1,0,0,20,0,0,6,7,6,12.666666666666666,0,0,6,7,6,11.833333333333334,0,8.9,1.4,3.51,Graduate,0,0.05153449982154319,<=20
1,17,1,171,1,1,140.0,41,1,1,5,7,146.3,1,0,0,1,0,1,18,1,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Dropout,1,0.6012071178642477,<=20
1,39,1,9773,1,1,130.0,1,1,19,1,3,161.5,0,0,0,1,1,0,36,0,0,6,7,6,15.285714285714286,0,0,6,6,6,16.5,0,10.8,1.4,1.74,Graduate,0,0.15449813240695257,>30
1,15,1,9147,1,1,140.0,26,37,2,6,4,140.0,0,0,1,1,1,0,19,1,0,5,12,3,10.5,0,0,5,8,4,11.25,0,12.4,0.5,1.79,Graduate,0,0.3167641542922927,<=20
1,53,1,9147,1,42,140.0,1,1,1,6,6,142.2,0,0,0,1,1,1,21,0,6,11,11,11,12.636363636363637,0,3,9,11,9,12.6,0,8.9,1.4,3.51,Graduate,0,0.07953898769543974,21-25
1,1,1,9147,1,1,140.0,1,19,38,9,9,129.2,1,0,0,1,0,0,26,0,0,5,6,0,0.0,0,0,5,0,0,0.0,0,15.5,2.8,-4.06,Dropout,1,0.9550967781054799,26-30
1,39,1,9003,1,1,140.0,41,1,1,9,9,100.0,0,0,1,0,0,0,29,1,3,9,9,3,14.333333333333334,0,1,7,8,1,14.0,0,15.5,2.8,-4.06,Dropout,1,0.8153021223320768,26-30
1,44,1,9254,1,39,170.0,1,19,2,9,3,170.0,0,0,0,0,1,0,26,0,2,8,14,8,15.125,0,1,6,12,6,13.666666666666666,0,11.1,0.6,2.02,Enrolled,0,0.23404480840243042,26-30
1,7,1,9500,1,3,140.0,1,3,19,2,6,140.0,0,0,0,1,1,0,27,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,12.4,0.5,1.79,Dropout,1,0.9998127710531426,26-30
1,51,1,9147,1,1,116.0,1,3,3,2,2,115.2,0,0,1,1,1,0,32,0,2,7,16,3,12.0,0,3,8,10,3,10.333333333333334,0,8.9,1.4,3.51,Enrolled,0,0.4190045843314666,>30
1,16,3,9853,1,1,134.0,1,37,19,9,5,121.4,1,0,0,1,0,1,23,0,0,6,10,4,14.25,1,0,6,8,5,12.0,0,7.6,2.6,0.32,Enrolled,0,0.12236518467396061,21-25
1,39,1,9147,1,1,133.1,41,38,38,9,8,134.8,0,0,0,1,0,0,24,1,0,5,12,2,10.5,0,0,5,9,4,10.0,2,16.2,0.3,-0.92,Enrolled,0,0.482486174726487,21-25
1,1,2,9773,1,1,140.0,1,1,1,9,9,136.9,1,0,0,1,0,1,19,0,0,6,7,6,13.5,0,0,6,7,6,14.428571428571429,0,16.2,0.3,-0.92,Graduate,0,0.03935421504540503,<=20
1,42,1,9003,1,1,140.0,1,19,19,4,4,140.0,1,0,0,1,1,0,25,0,0,6,14,5,11.666666666666666,0,0,6,11,4,12.0,0,15.5,2.8,-4.06,Enrolled,0,0.18467037582743784,21-25
1,17,6,9254,1,1,108.0,1,1,19,4,5,112.2,1,0,0,1,1,0,19,0,0,6,13,5,10.8,0,0,6,12,3,10.0,0,9.4,-0.8,-3.12,Enrolled,0,0.25412023185732535,<=20
1,1,3,9773,1,1,149.0,1,1,3,0,0,148.7,0,0,0,0,1,0,20,0,0,4,4,0,0.0,0,0,4,8,0,0.0,0,10.8,1.4,1.74,Dropout,1,0.9602409279553059,<=20
2,1,1,9254,1,1,140.0,1,19,38,4,7,133.0,0,0,0,1,1,0,33,0,3,9,11,9,12.8,0,2,7,9,7,11.428571428571429,0,12.7,3.7,-1.7,Graduate,0,0.13428006657944294,>30
2,39,1,9991,0,1,140.0,1,37,12,9,9,150.0,0,0,1,1,1,0,35,0,0,5,6,5,10.8,0,0,5,7,5,12.0,2,9.4,-0.8,-3.12,Dropout,1,0.6181688022089055,>30
1,1,1,9147,1,1,133.1,1,37,38,7,7,98.0,1,0,0,1,1,0,23,0,0,5,8,4,11.4,0,0,5,7,4,11.0,0,11.1,0.6,2.02,Graduate,0,0.154748705979509,21-25
1,1,1,9500,1,1,125.0,1,37,19,9,9,122.4,1,0,0,1,1,0,19,0,0,7,7,7,13.725714285714286,0,0,8,8,8,14.5,0,11.1,0.6,2.02,Graduate,0,0.01436858174591056,<=20
1,1,1,9670,1,1,133.1,1,1,37,9,10,139.0,0,0,0,1,1,0,21,0,0,6,6,5,12.8,0,0,6,9,5,12.25,0,10.8,1.4,1.74,Enrolled,0,0.05586293455669627,21-25
1,1,5,9070,1,1,133.1,1,1,19,3,3,112.0,1,0,0,1,1,1,21,0,0,6,6,6,13.5,0,0,6,6,6,11.166666666666666,0,11.1,0.6,2.02,Graduate,0,0.060459142599431796,21-25
1,39,1,9500,1,1,130.0,1,37,37,3,7,143.8,0,0,0,1,1,0,27,0,0,8,8,7,15.57,0,0,8,8,7,15.57,0,10.8,1.4,1.74,Dropout,1,0.5228461046424886,26-30
1,17,3,9147,1,1,122.0,1,3,38,123,171,116.1,1,0,1,1,1,0,19,0,0,5,10,4,11.0,0,0,5,13,2,12.0,0,8.9,1.4,3.51,Enrolled,0,0.14810073062818524,<=20
1,7,2,9500,1,3,140.0,1,37,38,9,9,138.0,0,0,0,1,1,0,28,0,0,7,7,7,14.114285714285714,0,0,8,9,8,15.91111111111111,0,16.2,0.3,-0.92,Dropout,1,0.5501502134077634,26-30
1,43,1,9147,1,1,123.0,1,37,38,7,7,110.0,0,0,0,1,1,0,25,0,0,5,12,3,11.0,1,0,5,12,4,11.5,0,9.4,-0.8,-3.12,Enrolled,0,0.26795404917942206,21-25
2,39,1,9238,1,19,133.1,1,37,37,9,4,103.5,0,0,0,1,1,0,42,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout,1,0.9980734280462126,>30
1,7,1,9991,0,3,140.0,1,37,37,9,9,140.0,0,0,0,1,1,0,27,0,0,5,6,4,13.5,0,0,5,6,4,13.75,0,7.6,2.6,0.32,Graduate,0,0.13412255992577296,26-30
1,1,1,9070,1,1,116.0,1,3,3,0,1,108.7,1,0,0,1,1,0,23,0,0,6,9,4,11.25,1,0,6,10,0,0.0,4,7.6,2.6,0.32,Dropout,1,0.8997344863187026,21-25
1,17,3,9254,1,1,118.0,1,19,1,4,4,115.9,1,0,0,1,1,1,18,0,0,6,7,6,12.142857142857142,0,0,6,8,6,11.333333333333334,0,8.9,1.4,3.51,Graduate,0,0.027519357148693458,<=20
2,39,1,9500,1,1,140.0,1,37,37,9,4,127.3,0,0,0,1,1,0,26,0,0,8,8,7,13.075714285714286,0,0,8,8,7,13.075714285714286,0,10.8,1.4,1.74,Graduate,0,0.044454377923059084,26-30
1,1,4,9147,1,1,146.0,1,3,1,3,10,138.7,0,0,0,1,1,0,18,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,8.9,1.4,3.51,Dropout,1,0.9529438012779217,<=20
1,39,1,9991,0,1,150.0,1,3,5,2,2,135.8,0,0,1,1,1,0,29,0,1,5,9,3,11.0,0,0,5,11,2,13.5,0,12.7,3.7,-1.7,Dropout,1,0.8802484692584742,26-30
1,17,1,9085,1,1,137.0,1,1,1,4,7,134.6,1,0,0,1,1,0,22,0,0,6,16,0,0.0,0,0,6,7,0,0.0,0,16.2,0.3,-0.92,Dropout,1,0.9550096291022263,21-25
1,43,1,9500,1,1,136.0,1,19,37,173,183,118.4,1,0,0,1,0,0,21,0,0,7,12,4,13.125,0,0,7,8,6,12.333333333333334,0,13.9,-0.3,0.79,Enrolled,0,0.14868025145922664,21-25
1,1,3,9500,1,1,134.0,1,38,38,7,9,132.8,1,0,0,1,0,1,19,0,0,8,8,7,13.512857142857142,0,0,8,8,7,13.512857142857142,0,10.8,1.4,1.74,Graduate,0,0.008340616686554354,<=20
1,1,1,9238,1,1,160.0,1,38,37,9,7,155.5,1,0,0,1,0,1,18,0,0,6,7,6,12.833333333333334,0,0,6,6,6,12.166666666666666,0,10.8,1.4,1.74,Graduate,0,0.019414110415923173,<=20
1,1,3,9085,1,1,126.0,1,38,1,9,9,132.0,1,0,0,1,0,1,18,0,0,5,8,3,15.0,2,0,5,9,3,11.666666666666666,0,9.4,-0.8,-3.12,Dropout,1,0.5614809537465276,<=20
1,39,1,9003,1,19,133.1,1,37,38,4,9,110.0,0,0,1,0,0,0,40,0,0,6,12,5,12.8,0,0,6,16,3,13.333333333333334,0,11.1,0.6,2.02,Dropout,1,0.8924125870643824,>30
1,17,3,9254,1,1,114.0,26,38,3,9,3,127.3,1,0,1,0,0,0,20,1,0,6,14,3,12.333333333333334,0,0,6,16,0,0.0,0,10.8,1.4,1.74,Dropout,1,0.8882762822750294,<=20
1,1,3,9500,1,1,139.0,1,3,1,4,1,126.0,1,0,0,1,1,0,18,0,0,8,15,5,12.288,1,0,8,15,5,12.288,1,10.8,1.4,1.74,Dropout,1,0.6119903549151737,<=20
1,43,2,8014,0,3,130.0,1,34,34,0,0,130.0,0,0,0,1,1,0,31,0,8,12,21,12,12.333333333333334,0,6,10,13,7,13.285714285714286,2,7.6,2.6,0.32,Graduate,0,0.17481870719685538,>30
1,1,2,9147,1,1,131.0,1,1,1,9,9,118.8,0,0,0,1,1,1,18,0,0,5,9,4,11.5,0,0,5,5,5,12.8,0,12.4,0.5,1.79,Graduate,0,0.06385504501468212,<=20
1,43,2,9670,1,1,130.0,1,19,1,4,4,127.6,1,0,0,1,1,0,22,0,4,6,6,6,11.833333333333334,0,0,6,11,4,11.142857142857142,0,10.8,1.4,1.74,Dropout,1,0.3348363556430882,21-25
1,51,1,9147,1,19,133.1,1,19,19,9,5,112.1,0,0,1,0,1,0,38,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,8.9,1.4,3.51,Dropout,1,0.9561129664261494,>30
1,43,1,9991,0,3,130.0,1,3,1,2,9,130.0,0,0,0,1,1,0,33,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout,1,0.9767895332272767,>30
1,1,3,9119,1,1,117.0,1,1,1,3,5,111.1,0,0,0,1,1,1,19,0,0,5,10,5,11.8,0,0,5,12,3,11.5,0,11.1,0.6,2.02,Enrolled,0,0.14418987967140345,<=20
1,17,1,9670,1,1,127.0,1,3,3,1,1,121.4,0,0,0,1,1,0,18,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout,1,0.9935687978534518,<=20
1,1,5,9119,1,1,131.0,1,1,19,4,7,126.8,0,0,0,0,1,1,18,0,0,5,6,5,12.2,0,0,5,8,4,12.0,0,8.9,1.4,3.51,Enrolled,0,0.25538666272530813,<=20
1,51,1,9991,0,1,134.0,1,1,1,5,3,120.6,1,0,0,1,1,0,27,0,2,6,6,6,12.333333333333334,0,0,5,5,5,13.0,0,11.1,0.6,2.02,Graduate,0,0.1783820336835692,26-30
1,39,1,9254,1,1,130.0,1,37,37,9,9,126.5,0,0,0,1,1,0,26,0,0,6,7,6,12.428571428571429,0,0,6,6,6,12.833333333333334,0,7.6,2.6,0.32,Graduate,0,0.0146764406417467,26-30
1,1,6,9500,1,1,127.0,1,1,19,3,3,120.2,1,0,0,1,0,1,19,0,0,7,7,7,12.765714285714289,0,0,8,9,8,13.544444444444444,0,12.4,0.5,1.79,Graduate,0,0.030246467489198365,<=20
2,51,1,9500,1,1,130.0,1,37,37,5,5,120.0,0,0,0,1,1,0,44,0,0,7,11,5,12.1,0,0,7,10,5,12.6,0,11.1,0.6,2.02,Dropout,1,0.7147681090115111,>30
1,1,2,9147,1,1,142.0,1,37,38,9,9,137.5,1,0,0,1,1,0,19,0,0,5,10,5,12.0,0,0,5,9,5,11.5,0,13.9,-0.3,0.79,Graduate,0,0.12538178110059978,<=20
1,18,1,9070,1,1,117.0,1,1,37,4,7,127.9,1,0,0,1,1,0,20,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,9.4,-0.8,-3.12,Dropout,1,0.9222205384452663,<=20
1,39,1,9003,1,19,133.1,1,19,37,1,1,140.0,0,0,1,1,1,0,24,0,0,6,10,6,14.88888888888889,0,0,6,11,6,13.727272727272728,0,16.2,0.3,-0.92,Enrolled,0,0.11598760231230225,21-25
4,43,1,9991,0,1,164.0,1,37,37,6,6,131.8,0,0,0,1,0,0,31,0,7,14,19,13,11.357142857142858,0,9,14,14,13,12.0,1,9.4,-0.8,-3.12,Graduate,0,0.13779864133688163,>30
1,43,1,9070,1,1,130.0,1,37,37,9,9,129.0,1,0,0,1,0,0,25,0,0,6,6,6,13.5,0,0,6,6,6,12.5,0,9.4,-0.8,-3.12,Graduate,0,0.021793526690425304,21-25
1,17,4,9773,1,1,127.0,1,2,37,9,9,115.8,1,0,1,0,0,0,19,0,0,6,6,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Dropout,1,0.9816338248346649,<=20
1,17,3,9500,1,1,140.0,1,3,2,3,3,126.4,1,0,0,1,0,0,18,0,0,7,7,7,13.884285714285712,0,0,8,9,8,14.75,0,11.1,0.6,2.02,Dropout,1,0.48299398191434245,<=20
1,43,1,9085,1,1,130.0,1,19,38,4,9,130.0,1,0,0,0,0,0,19,0,0,6,12,5,13.0,0,0,6,12,3,11.666666666666666,0,13.9,-0.3,0.79,Enrolled,0,0.397784100376412,<=20
1,1,3,9500,1,1,122.0,1,3,1,4,3,114.8,1,0,0,1,0,1,19,0,0,7,11,4,12.65,0,0,7,9,5,11.1,0,12.4,0.5,1.79,Enrolled,0,0.08589193040422545,<=20
1,17,1,9147,1,1,162.0,1,1,38,4,5,138.6,1,0,0,1,0,0,19,0,0,5,10,1,11.0,0,0,5,13,0,0.0,0,12.7,3.7,-1.7,Enrolled,0,0.5186640700507441,<=20
1,39,1,9670,1,1,133.1,1,1,1,4,4,112.9,0,0,0,1,0,0,24,0,0,6,12,2,11.666666666666666,0,0,6,20,2,10.5,6,16.2,0.3,-0.92,Dropout,1,0.7126090747686084,21-25
1,1,1,9238,1,1,120.0,1,3,3,3,3,111.6,0,0,0,1,0,0,20,0,0,6,6,6,14.5,0,0,6,6,6,12.666666666666666,0,12.4,0.5,1.79,Graduate,0,0.01812709762590549,<=20
1,17,1,9254,1,1,160.0,1,19,37,5,3,152.0,0,0,0,1,0,0,18,0,0,6,7,6,14.714285714285714,0,0,6,7,6,14.166666666666666,0,12.7,3.7,-1.7,Graduate,0,0.015930444083873032,<=20
1,1,1,9238,1,1,141.0,1,38,1,5,7,132.6,0,0,0,1,0,1,18,0,0,6,7,6,13.285714285714286,0,0,6,6,6,14.333333333333334,0,12.4,0.5,1.79,Graduate,0,0.00769276120433665,<=20
1,17,1,9085,1,1,125.0,1,1,38,4,9,118.4,1,0,0,1,0,0,21,0,0,5,13,3,11.333333333333334,2,0,5,12,2,10.5,1,9.4,-0.8,-3.12,Enrolled,0,0.25519760269452385,21-25
1,7,1,9500,1,3,120.0,1,37,37,4,5,120.0,0,0,1,0,0,0,28,0,0,7,7,0,0.0,7,0,7,7,0,0.0,7,13.9,-0.3,0.79,Dropout,1,0.9849482333023105,26-30
1,1,1,9147,1,1,128.0,1,38,37,5,6,122.1,0,0,0,1,0,1,18,0,0,5,11,4,11.571428571428571,0,0,5,9,5,12.0,0,13.9,-0.3,0.79,Enrolled,0,0.015947379279905437,<=20
1,1,1,9853,1,1,162.0,1,37,19,9,8,142.8,0,0,1,1,0,0,18,0,0,6,10,5,13.0,0,0,6,10,4,11.5,0,12.7,3.7,-1.7,Dropout,1,0.7193360098187556,<=20
1,1,1,9238,1,1,130.0,1,1,1,4,4,124.8,0,0,0,1,0,1,18,0,0,6,9,6,11.5,0,0,6,11,5,14.0,0,11.1,0.6,2.02,Graduate,0,0.06926636022317063,<=20
1,17,2,9147,1,1,134.0,1,37,19,9,8,126.3,1,0,0,1,0,1,18,0,0,5,8,5,11.8,0,0,5,10,5,11.6,3,16.2,0.3,-0.92,Graduate,0,0.057412940958984235,<=20
1,1,1,9147,1,1,133.1,1,19,19,9,9,119.0,1,0,0,0,0,1,19,0,0,5,7,3,10.666666666666666,0,0,5,10,3,12.285714285714286,0,10.8,1.4,1.74,Dropout,1,0.6482368476549192,<=20
1,17,1,9500,1,1,137.0,1,19,38,3,9,124.9,0,0,0,1,0,1,19,0,0,7,11,6,13.8875,0,0,8,9,8,14.864444444444445,0,15.5,2.8,-4.06,Graduate,0,0.022639155851956992,<=20
1,1,1,9238,1,1,133.1,1,38,38,191,192,118.0,0,0,1,1,0,1,20,0,0,6,7,5,11.4,0,0,6,9,6,11.5,0,8.9,1.4,3.51,Graduate,0,0.12969982608411937,<=20
2,43,1,8014,0,1,110.0,1,37,19,9,3,100.0,0,0,0,1,0,0,34,0,9,11,17,9,12.333333333333334,0,3,7,12,7,12.142857142857142,0,9.4,-0.8,-3.12,Graduate,0,0.11955536013249123,>30
2,39,1,9500,1,1,133.1,1,37,37,9,9,109.0,1,0,0,1,0,0,39,0,0,7,8,5,12.16,0,0,7,8,5,12.16,0,7.6,2.6,0.32,Enrolled,0,0.09040639060293781,>30
1,17,3,9500,1,1,133.0,1,3,19,2,5,130.8,1,0,0,1,0,0,19,0,0,8,8,8,13.427499999999998,0,0,8,8,8,13.427499999999998,0,9.4,-0.8,-3.12,Graduate,0,0.017219689933987883,<=20
1,39,1,9070,1,1,130.0,1,1,19,4,4,110.0,1,0,0,1,0,0,24,0,0,6,6,6,15.166666666666666,0,0,6,6,2,15.5,0,15.5,2.8,-4.06,Graduate,0,0.17693191804948546,21-25
1,10,1,9773,1,1,151.0,22,38,37,0,5,151.0,1,0,0,1,0,0,18,1,0,6,12,0,0.0,1,0,6,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,1,0.9014031606581357,<=20
1,17,1,9130,1,1,125.0,1,19,19,3,10,131.0,1,0,0,1,1,0,19,0,0,5,11,2,10.5,2,0,5,9,0,0.0,3,10.8,1.4,1.74,Dropout,1,0.8765636782151095,<=20
1,1,1,9147,1,1,158.0,1,1,38,3,6,155.2,0,0,0,1,1,1,18,0,0,5,5,5,11.8,0,0,5,8,3,11.0,0,9.4,-0.8,-3.12,Graduate,0,0.1484661808760387,<=20
1,1,2,9147,1,1,128.0,1,3,1,3,3,121.0,1,1,1,1,1,0,20,0,0,5,6,5,13.2,0,0,5,10,5,11.4,3,16.2,0.3,-0.92,Enrolled,0,0.21986451189761858,<=20
1,1,6,9500,1,1,133.0,1,1,1,9,9,119.7,1,1,1,1,1,0,19,0,2,7,8,7,13.075,0,1,8,11,8,12.36111111111111,0,12.4,0.5,1.79,Graduate,0,0.09753281185393198,<=20
1,1,1,9130,1,1,138.0,1,3,19,2,4,131.0,1,0,0,1,1,0,19,0,0,6,8,4,11.6,0,0,6,14,2,13.0,0,11.1,0.6,2.02,Dropout,1,0.7707733328746028,<=20
1,17,1,9003,1,1,126.0,1,37,3,5,2,116.9,0,0,0,1,1,0,19,0,0,6,10,6,13.666666666666666,0,0,6,10,4,12.25,0,13.9,-0.3,0.79,Dropout,1,0.16150279462365424,<=20
2,39,1,9991,0,1,140.0,1,36,14,9,10,130.0,1,0,0,1,1,0,41,0,0,5,9,4,10.75,0,0,5,7,2,10.0,0,9.4,-0.8,-3.12,Dropout,1,0.7285402148155237,>30
1,1,2,9500,1,1,143.0,1,5,5,2,2,137.8,0,0,0,1,1,0,19,0,0,7,10,6,13.492857142857144,0,0,8,9,8,12.68888888888889,0,12.4,0.5,1.79,Graduate,0,0.04567212186985716,<=20
